source_file,source_row_id,duplicate_keep_source_row_id,raw_row_hash,crop_label_raw,crop_label,removal_reason
crop_data.csv,15,14,29c58999981db9e9b7841eba2bbabdc0805b6fc897d351399bcdddbefee36ddd,aloe_vera,aloe vera,exact_raw_duplicate_after_first_occurrence
crop_data.csv,24,22,2f355a312a1bd54bfe6ed7514cbe4f1adf0c97b68bcd3560035b43940cd8e260,ashwagandha,ashwagandha,exact_raw_duplicate_after_first_occurrence
crop_data.csv,39,37,1d41b694bf5c028bf12d419b940351515f42d1af731685010355ac4dafd4e9b0,bamboo,bamboo,exact_raw_duplicate_after_first_occurrence
crop_data.csv,74,72,015e10306920e64de9a06f1dbd52e33461fe0eba1df99a0026b9a57c399410c2,castor,castor,exact_raw_duplicate_after_first_occurrence
crop_data.csv,114,112,1afddfa705f042fc007e6ae23843fcf8d2ccbbda5f525996e1de518ee972e083,giloy,giloy,exact_raw_duplicate_after_first_occurrence
crop_data.csv,139,137,49d3ff6fe6a717d022b1b03d41b733a76ee5c751fafc9e55832671d4fadc42b2,hemp,hemp,exact_raw_duplicate_after_first_occurrence
crop_data.csv,149,147,aa6eed96195f35e8a86804fdaef2f81ed9685191df11dd171e7165f6022a9809,jatropha,jatropha,exact_raw_duplicate_after_first_occurrence
crop_data.csv,164,162,7fb2a7367ae748ca711fb904ace1214b1b0b271681b001b238491f603230aa71,lavender,lavender,exact_raw_duplicate_after_first_occurrence
crop_data.csv,169,167,3d1f15a64335f9b9b80df3f33038d7deb1a828ec85c607cabf7330abaad8a927,lemongrass,lemongrass,exact_raw_duplicate_after_first_occurrence
crop_data.csv,179,177,ede87caa0d7dd15b7ffcb4bb85ccc48bcf13d8541360b91088eff82b273fd7e7,mustard,mustard,exact_raw_duplicate_after_first_occurrence
crop_data.csv,224,222,539abc1268d321a605770292ca646370facaf78b983975e1af108df73cc20b64,rosemary,rosemary,exact_raw_duplicate_after_first_occurrence
crop_data.csv,239,237,48d0d08ff278bc9eaf75907506a3e4436715bb8076475cf6b0310cec4abaea1d,sesame,sesame,exact_raw_duplicate_after_first_occurrence
crop_data.csv,244,242,4d5fef83ba4f12e25947f69203c5482e8a25bf5db21908539f2eb91b2cf9f6ba,shatavari,shatavari,exact_raw_duplicate_after_first_occurrence
crop_data.csv,255,252,00d71fcdedf2efa0810dc64c2f5011727cf968e6591d8d2f078433e8e41d178a,soybean,soybean,exact_raw_duplicate_after_first_occurrence
crop_data.csv,279,277,4f64db98cb070342e2ed2826887ec80086cd055e62aae6ecbb26d57260c592a0,sunflower,sunflower,exact_raw_duplicate_after_first_occurrence
crop_data.csv,284,282,8a6c34aeadc7f4429b439e7a8d8ec607b6510e9978e43f9fffbb61c736c7003b,sweet_corn,sweet corn,exact_raw_duplicate_after_first_occurrence
crop_data.csv,294,292,725c2af5655fe1e9ea1b69957f380960d6315112b2b263a5dd0a536894c7d31c,tulsi,tulsi,exact_raw_duplicate_after_first_occurrence
crop_data.csv,309,307,163ae236ab091c7c53f282d5eb812ee119f58a08f2833cf2f1f8a9f73ae94d89,vetiver,vetiver,exact_raw_duplicate_after_first_occurrence
crop_data.csv,364,360,7c302a1f4f08381a89a3ac42b6367d81171d3d6ac7dc2d7afa937b636ac149a9,brinjal,brinjal,exact_raw_duplicate_after_first_occurrence
crop_data.csv,371,369,d873f29e0a1a53ce7ec4c4af0bb26fd1aca58cfad4eeceee440c1f30d5ae198d,cabbage,cabbage,exact_raw_duplicate_after_first_occurrence
crop_data.csv,392,389,ec7a7b5da77fb54c324420bdd303bfda92323a9a1866a9b2410415523518c59d,cauliflower,cauliflower,exact_raw_duplicate_after_first_occurrence
crop_data.csv,394,387,e8deac23bb549ef7abbf596447ec90af58cef44e5883d7e23dc885e009133c19,cauliflower,cauliflower,exact_raw_duplicate_after_first_occurrence
crop_data.csv,423,415,bb73d34a29841acbc0756a301e1b64dce42782f2a24b0bc7bb18e3df91265730,cucumber,cucumber,exact_raw_duplicate_after_first_occurrence
crop_data.csv,424,418,5d3d6fe9497a26be650e0a96b316b6c8e028f6df8847e877eef092af51778d7f,cucumber,cucumber,exact_raw_duplicate_after_first_occurrence
crop_data.csv,431,428,61ace7c358f4590be776bfe97965543559c42a0fa9c03c07158aec9a36131530,drumstick,moringa,exact_raw_duplicate_after_first_occurrence
crop_data.csv,433,425,aafc1edba21d61a8fc57d0680a1cc1c507173f47a377eaf16c01a066bab8e21a,drumstick,moringa,exact_raw_duplicate_after_first_occurrence
crop_data.csv,434,428,61ace7c358f4590be776bfe97965543559c42a0fa9c03c07158aec9a36131530,drumstick,moringa,exact_raw_duplicate_after_first_occurrence
crop_data.csv,459,455,21f6ee9c329444d37ff06054d5f53b879e69f6099d50c14853a84bddc6bf329b,horsegram,horse gram,exact_raw_duplicate_after_first_occurrence
crop_data.csv,463,455,21f6ee9c329444d37ff06054d5f53b879e69f6099d50c14853a84bddc6bf329b,horsegram,horse gram,exact_raw_duplicate_after_first_occurrence
crop_data.csv,469,466,2fd527dc2ace48235a6d36716f77f138216f03e15a431039db7e13fc5272f5f3,jackfruit,jackfruit,exact_raw_duplicate_after_first_occurrence
crop_data.csv,470,466,2fd527dc2ace48235a6d36716f77f138216f03e15a431039db7e13fc5272f5f3,jackfruit,jackfruit,exact_raw_duplicate_after_first_occurrence
crop_data.csv,472,468,4cffdcc5b6a9feaf544a06099ed09ede212167b20d7adc97c4590e635fa93c66,jackfruit,jackfruit,exact_raw_duplicate_after_first_occurrence
crop_data.csv,473,467,d470d8e5d589c501345a759e9d7959961146664def25bac2a9d1a271c3be37fa,jackfruit,jackfruit,exact_raw_duplicate_after_first_occurrence
crop_data.csv,474,465,d39722532ee3f5d1c09e8070ae7ca5d4c10b83868976176d0e60b08e7dd6c1d3,jackfruit,jackfruit,exact_raw_duplicate_after_first_occurrence
crop_data.csv,504,502,c14d6c48c4b37ea6e49fdc7ee7ef9e9ad0403fb77d39f65337046532a9f7965a,ladyfinger,okra,exact_raw_duplicate_after_first_occurrence
crop_data.csv,511,508,2db1b54fd85703f753b47908ef80c5165f31f0c7784c7c0b0f63411ddcf3a985,maize,maize,exact_raw_duplicate_after_first_occurrence
crop_data.csv,522,516,bb1bd21ab120a86fbf7d89c6fa38ea6cdd8c74ef6fae805fe013eed4bb73fcc4,mango,mango,exact_raw_duplicate_after_first_occurrence
crop_data.csv,546,545,a478cc05267bd21c34c6e060a524ee4c38d6d812b697ffbc72232ae3f938a3f6,orange,orange,exact_raw_duplicate_after_first_occurrence
crop_data.csv,551,549,94c4b5b5ed0ca380d87dccb9f1d69c6bdb7b866eabe340a41ce55c66c036416a,orange,orange,exact_raw_duplicate_after_first_occurrence
crop_data.csv,554,550,236acb0bfe9546413cb3afb87d502e804bdb50a6b9bbe139f20c3027bd537a76,orange,orange,exact_raw_duplicate_after_first_occurrence
crop_data.csv,571,569,c705c51336239b2722f0311735f7a14f40ae3a04c4fa03088522699fa1078914,pineapple,pineapple,exact_raw_duplicate_after_first_occurrence
crop_data.csv,588,586,60609bef2f4e92b9822a1b2c4e317e3862110223eee4f53c6d5011c98ab28d5e,pumpkin,pumpkin,exact_raw_duplicate_after_first_occurrence
crop_data.csv,589,587,afef12a5ecca4dbe8d4761705ea0f953195af15316698bc2b821ad4eaeab7b82,pumpkin,pumpkin,exact_raw_duplicate_after_first_occurrence
crop_data.csv,594,593,fd530161a5202ec22c0f86bd31fd98fc9f8f44d47483a284adbc4a26002c6817,pumpkin,pumpkin,exact_raw_duplicate_after_first_occurrence
